bangla_speech,combined,ipa_output
সেই সিন্দুক সবসময়ে তালা দিয়ে আটকানো থাকে,Barishal  হেই সিন্দুক হগলকালে তালা দিয়া আটাকাইন্না থাহে,bɐɾɪʃɐl  he͡ɪ̯ ʃɪnd̪uk hɔgolkɐle t̪ɐlɐ d̪ɪʲɐ ɐtɐkɐ͡ɪ̯nnɐ t̪ʰɐhe
বহুদিন ধরে ওটা খোলা হয় না,Barishal  ম্যালাদিন ধইররা অউজ্ঞা খোলা হয়না,bɐɾɔhɐl  mɛlɐd̪ɪn d̪ʱo͡ɪ̯ɾɾɐ ɔ͡u̯ggɐ kʰolɐ hɔʲnɐ
এই সিন্দুকের ভেতরে কী আছে?,Barishal  এই সিন্দুকের মইধ্যে কি আছে?,bɐɾɔhɐl  e͡ɪ̯ ʃɪnd̪ukeɾ mo͡ɪ̯d̪d̪ʱe kɪ ɐcʰe?
দাদি অবাক চোখে আমার দিকে তাকালেন,Barishal  বু অটাশ চোখে মোর দিক চাইলো,bɐɾɔhɐl  bu ɔtɐʃ coxe moɾ d̪ɪk cɐ͡ɪ̯lo
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,Barishal  চাবি দিয়া তালা খোলার পর বেবাক দ্যাখতে পাবা,bɐɾɔhɐl  cɐbɪ d̪ɪʲɐ t̪ɐlɐ kʰolɐɾ pɔɾ bebɐk d̪ɛkʰt̪e pɐbɐ
"আমার, আর তোমার মার অনেক গয়না আছে",Barishal  মোর আর তোমার মায়ের বেমালা গয়না আছে,bɐɪʃɐl  moɾ ɐɾ t̪omɐɾ mɐʲeɾ bemɐlɐ gɔʲnɐ ɐcʰe
বাজার থেকে চাবি বানানোর লোক আনালেন,Barishal  বাজারে গোনে চাবি বানাইন্নার মানু আনাইছে,bɐɟɐɾe gone cɐbɪ bɐnɐ͡ɪ̯nnɐɾ mɐnu ɐnɐ͡ɪ̯cʰe
তিশার জন্য সিন্দুক খোলা হলো,Barishal  তিশার লইজ্ঞা সিন্দুক খোলা হইবে,bɐɾɔʃɐl  t̪ɪʃɐɾ lo͡ɪ̯ggɐ ʃɪnd̪uk kʰolɐ ho͡ɪ̯be
পলাশের নানা ও নানি একইদিনে মারা যান,Barishal  পলাশের নানা আর নানি একদিনেই মরছে,bɐɾɔhɐl  pɔlɐʃeɾ nɐnɐ ɐɾ nɐnɪ ɛkd̪ɪne͡ɪ̯ moɾcʰe
নানার কঠিন অসুখ হয়েছিল,Barishal  নানার বড় অসুখ হইল্লে,bɐɾhɐl  nɐnɐɾ bɔɽo ɔʃukʰ ho͡ɪ̯lle
অসুখে তিনি কয়েক বছর ভুগেছিলেন,Barishal  অসুখে হ্যায় কয়েক বছর ভোগছে,bɐɾɔhɐl  ɔʃukʰe hɛe̯ kɔʲek bɔcʰoɾ bʱogcʰe
তাঁকে হাসপাতালে নেওয়া হয়েছিল,Barishal  হ্যারে হাসপাতালে লওয়া হইল্লে,bɐɾɔhɐl  hɛɾe hɐʃpɐt̪ɐle lɔ͡o̯ʷɐ ho͡ɪ̯lle
কিন্তু বাঁচানো যায়নি,Barishal  তয় বাচাইন্না যায়নাই,bɐɾɔhɐl  t̪ɔe̯ bɐcɐ͡ɪ̯nnɐ ɟɐʲnɐ͡ɪ̯
বেশ কয়েকদিন পলাশের মন খুব খারাপ ছিল,Barishal  ম্যালাদিন পলাশের মন বেমালা খারাপ আল্লেহ,bɐɾhɐl  mɛlɐd̪ɪn pɔlɐʃeɾ mon bemɐlɐ kʰɐɾɐp ɐlleh
বেশ কয়েকদিন আমার মন খুব খারাপ ছিল,Barishal  ম্যালাদিন মোর মন বেমালা খারাপ আল্লেহ,bɐɾɔhɐl  mɛlɐd̪ɪn moɾ mon bemɐlɐ kʰɐɾɐp ɐlleh
তাই তখন সে কারও সাথে কথা বলত না,Barishal  হেইতে তহন হ্যায় কারো লগে কথা কইতে না,bɐɾɔhɐl  he͡ɪ̯t̪e t̪ɔhon hɛe̯ kɐɾo lɔge kɔt̪ʰɐ ko͡ɪ̯t̪e nɐ
মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না,Barishal  মানের বয়স আর মরন ঠেহাইন্না যায় না,bɐɾɔhɐl  mɐneɾ bɔʲoʃ ɐɾ mɔɾon tʰehɐ͡ɪ̯nnɐ ɟɐe̯ nɐ
তবু প্রতিটি মৃত্যু মানুষকে কষ্ট দেয়,Barishal  হ্যাও প্রতিডা মরন মানেরে কষ্ট দ্যায়,bɐɾɪʃɐl  hɛ͡o̯ pɾot̪ɪdɐ mɔɾon mɐneɾe koʃto d̪ɛe̯
শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল,Barishal  শ্যাষ বলে ছক্কা মাইররা বাংলাদেশ জিততা গ্যাছে,bɐɾɔʃɐl  ʃɛʃ bole cʰɔkkɐ mɐ͡ɪ̯ɾɾɐ bɐŋlɐd̪eʃ ɟɪt̪ɔt̪ɐ gɛcʰe
আহ্! কী চমৎকার খেলাই না দেখলাম,Barishal  আহা কি চমেতকার খেলা দ্যাখলাম,bɐɾɔhɐl  ɐhɐ kɪ cɔmet̪kɐɾ kʰelɐ d̪ɛkʰɔlɐm
"ছোটো বোন চিৎকার দিয়ে উঠল, দারুণ",Barishal  ছোডো বুইন চিল্লান দিয়া ওঠছে দারুণ,bɐɾɔhɐl  cʰodo bu͡ɪ̯n cɪllɐn d̪ɪʲɐ otʰcʰe d̪ɐɾun
"বাহ্, এমন খেলা বহুদিন দেখিনি",Barishal  বাহ এইরহম খ্যালা ম্যালাদিন দেহিনাই,bɐɾɔhɔl  bɐh e͡ɪ̯ɾɔhɔm kʰɛlɐ mɛlɐd̪ɪn d̪ehɪnɐ͡ɪ̯
"আহা! যারা হেরে গেল, ওদের মনে অনেক কষ্ট",Barishal  আহারে যেরা হাইররা গ্যাছে অগো মনে বেমালা কষ্ট,bɐɾɔhɐl  ɐhɐɾe ɟeɾɐ hɐ͡ɪ̯ɾɔɾɐ gɛcʰe ɔgo mone bemɐlɐ koʃto
খেলায় হারজিত থাকতেই পারে,Barishal  খ্যালায় হারজিত থাকতেই পারে,bɐɾɔhɐl  kʰɛlɐe̯ hɐɾɟɪt̪o t̪ʰɐkt̪e͡ɪ̯ pɐɾe
আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে,Barishal  অরে ব্যাডা এইয়ার মইধ্যেই দেহি বিজয় মিছিল শুরুহইয়া গ্যাছে,bɐɾɔhɐl  ɔɾe bɛdɐ e͡ɪ̯ʲɐɾ mo͡ɪ̯d̪d̪ʱe͡ɪ̯ d̪ehɪ bɪɟɔe̯ mɪcʰɪlo ʃuɾuhɪʲɐ gɛcʰe
বাপরে বাপ! কত বড়ো মিছিল,Barishal  বাপরে বাপ কত্তোর মিছিল,bɐɾɔhɐl  bɐpɾe bɐp kɔt̪t̪oɾ mɪcʰɪlo
একটি শব্দের অনেক রকম অর্থ থাকতে পারে,Barishal  এউক্কা শব্দের ম্যালা রহমের অর্থ থাকতে পারে,bɐɾɔhɐl  ɛ͡u̯kkɐ ʃɔbd̪eɾ mɛlɐ ɾɔhomeɾ ɔɾt̪ʰo t̪ʰɐkt̪e pɐɾe
আম পাকে বৈশাখে কুল পাকে ফাগুনে,Barishal  আম পাহে বৈশাখে কুল পাহে ফাগুনে,bɐɾɔhɐl  ɐm pɐhe bo͡ɪ̯ʃɐkʰe kul pɐhe pʰɐgune
কাঁচা ইট পাকা হয় পোড়ালে তা আগুনে,Barishal  কাচা ইট পাহা হয় পুড়াইলে হেইয়া আগুনে,bɐɾɔhɐl  kɐcɐ ɪt pɐhɐ hɔe̯ puɽɐ͡ɪ̯le he͡ɪ̯ʲɐ ɐgune
"রোদে জলে টিকে রং, পাকা কই তাহারে",Barishal  রউদে জইল্যা টেহে রঙ পাহা কই হেইয়ারে,bɐɾɔ͡u̯d̪e ɟɪllɐ tehe ɾɔŋ pɐhɐ ko͡ɪ̯ he͡ɪ̯ʲɐɾe
ফলারটি পাকা হয় লুচি দই আহারে,Barishal  খাওনডা পুরা হয় লুচি দই খাওনে,bɐɾɪʃɐl  kʰɐ͡o̯ndɐ puɾɐ hɔe̯ lucɪ d̪o͡ɪ̯ kʰɐ͡o̯ne
চুল পাকে বয়সে,Barishal  চুল পাহে বাতাসে,bɐɾɔhɐl  cul pɐhe bɐt̪ɐʃe
পাকা ছেলে বেশি কথা কয় সে,Barishal  পাকনা পোলা ম্যালা কথা কয় হ্যায়,bɐɾɔhɐl  pɐknɐ polɐ mɛlɐ kɔt̪ʰɐ kɔe̯ hɛe̯
কান পাকে ফোড়া পাকে,Barishal  কান পাহে ফোড়া পাহে,bɐɾɔhɐl  kɐn pɐhe pʰoɽɐ pɐhe
বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে,Barishal  বুদ্ধি পাহাইয়া উডায় লেহাপড়া গিলাইয়া,bɐɾɔhɐl  bud̪d̪ʱɪ pɐhɐ͡ɪ̯ʲɐ udɐe̯ lehɐpɔɽɐ gɪlɐ͡ɪ̯ʲɐ
কথা যার পাকা নয় কাজে তার ঠনঠন,Barishal  কথা যের পাহা না কামে হ্যার ঠনঠন,bɐɾɔhɐl  kɔt̪ʰɐ ɟeɾ pɐhɐ nɐ kɐme hɛɾ tʰɔntʰɔn
অনেক দূরের পথ,Barishal  বেমালা দুরের পথ,bɐɾɔhɐl  bemɐlɐ d̪uɾeɾ pɔt̪ʰ
বাসে করেই তাঁকে রওনা দিতে হলো,Barishal  বাসে কইররাই হ্যারে রওনা দেতে হইছে,bɐɾɔhɐl  bɐʃe ko͡ɪ̯ɾɾɐ͡ɪ̯ hɛɾe ɾɔ͡o̯nɐ d̪et̪e ho͡ɪ̯cʰe
"বাস থেকে যখন নামলেন, তখন সকাল হয়ে গেছে",Barishal  বাসে গোনে যহন নামছে তহন বেইন্নাহাল হইয়া গ্যাছে,bɐɾɔhɐl  bɐʃe gone ɟɔhon nɐmcʰe t̪ɔhon be͡ɪ̯nnɐhɐl ho͡ɪ̯ʲɐ gɛcʰe
সকাল হয়ে গেছে,Barishal  বেয়ান হইয়া গ্যাছে,bɐɾɔhɐl  beʲɐn ho͡ɪ̯ʲɐ gɛcʰe
একটা ভালো কাজ করতে পারবেন,Barishal  এউক্কা ভালো কাম করতে পারবেন?,bɐɾɔhɐl  e͡u̯kkɐ bʱɐlo kɐm koɾt̪e pɐɾben?
তোমাদের কারো বিশ্বাস হবে না,Barishal  তোমাগো কারো বিশ্বাস হইবেনা,bɐɾɔhɐl  t̪omɐgo kɐɾo bɪʃʃɐʃ ho͡ɪ̯benɐ
কথাটি তোমাদের কারো বিশ্বাস হবে না,Barishal  কথাডা তোমাগো কারো বিশ্বাস হইবেনা,bɐɾɔhɐl  kɔt̪ʰɐdɐ t̪omɐgo kɐɾo bɪʃʃɐʃ ho͡ɪ̯benɐ
অনেকগুলো নতুন বই দেখে  আমি অবাক হয়ে বললাম,Barishal  বেমালা নতুন বই দেইকখা মুই অটাশ হইয়া কইলাম, bɐɾɔhɐl  bemɐlɐ not̪un bo͡ɪ̯ d̪e͡ɪ̯kkʰɐ mu͡ɪ̯ ɔtɐʃ ho͡ɪ̯ʲɐ ko͡ɪ̯lɐm
আপনি কি আমাদের বাড়িতে এসেছেন,Barishal  আমনে কি মোগো বাড়ি আইছেন,bɐɾohɐl  ɐmone kɪ mogo bɐɽɪ ɐ͡ɪ̯cʰen
তিনি আমার কথার জবাবে কিছু বললেন না,Barishal  হ্যায় মোর কথার উত্তরে কিছু কইলেন না,bɐɾɔhɐl  hɛe̯ moɾ kɔt̪ʰɐɾ ut̪t̪ɔɾe kɪcʰu ko͡ɪ̯len nɐ
তিনি আমার কথার জবাবে ছোটো করে বললেন হ্যাঁ,Barishal  হ্যায় মোর কথার উত্তরে ছোডো কইররা কইলেন হ,bɐɾɔhɐl  hɛe̯ moɾ kɔt̪ʰɐɾ ut̪t̪ɔɾe cʰodo ko͡ɪ̯ɾɾɐ ko͡ɪ̯len ho
বইগুলোর দিকে তাকিয়ে ছিলাম,Barishal  বইডির দিক চাইয়া আল্লাহম,bɐɾɔhɐl  bo͡ɪ̯dɪɾ d̪ɪk cɐ͡ɪ̯ʲɐ ɐllɐhom
শুধু তাঁর হাতের দিকে তাকিয়ে ছিলাম,Barishal  খালি হ্যার হাতের দিক চাইয়া আল্লাহম,bɐɾɔhɐl  kʰɐlɪ hɛɾ hɐt̪eɾ d̪ɪk cɐ͡ɪ̯ʲɐ ɐllɐhom
কেন তা কি জানতে পারি? ,Barishal  কির লইজ্ঞা হেইয়া কি জানতে পারি?,bɐɾɔhɐl  kɪɾ lo͡ɪ̯ggɐ he͡ɪ̯ʲɐ kɪ ɟɐnt̪e pɐɾɪ?
পরে আমরা লাইব্রেরি দেখতে যাই,Barishal  হেইয়ার পর মোরা লাইব্রেরি দ্যাখতে যাই,bɐɾɔhɐl  he͡ɪ̯ʲɐɾ pɔɾ moɾɐ lɐ͡ɪ̯bɾeɾɪ d̪ɛkʰt̪e ɟɐ͡ɪ̯
"খুবই বড়ো লাইব্রেরি সন্দেহ নেই, ব্যবস্থাও খুব ভালো","Barishal  বেমালা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও ম্যালা ভালো","bɐɾɔhɐl  bemɐlɐ bɔɽo lɐ͡ɪ̯bɾeɾɪ ʃɔnd̪eho nɐ͡ɪ̯, bɛbost̪ʰɐ͡o̯ mɛlɐ bʱɐlo"
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে,Barishal  পড়ার রুমগুলান ভাগ ভাগ করা রইছে,bɐɽɐl  pɔɽɐɾ ɾumgulɐn bʱɐg bʱɐg kɔɾɐ ɾo͡ɪ̯cʰe
শিক্ষকরাও তাদের সাথে আছেন,Barishal  শিক্ষকরাও হ্যাগো লগে আছে,bɐɾɔhɐl  ʃɪkkʰokɾɐ͡o̯ hɛgo lɔge ɐcʰe
যাওয়ার সাথে সাথে কী একটা শব্দ করল,Barishal  যাওনের লগে লগে কিরহম এউক্কা আওয়াজ করল,bɐɾɔhɐl  ɟɐ͡o̯neɾ lɔge lɔge kɪɾɔhɔm e͡u̯kkɐ ɐ͡o̯ʷɐɟ koɾl
আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল,Barishal  আর হগল পোলামাইয়া লাইন বাইন্ধা খাড়াইয়া গ্যাল,bɐɾɔhɐl  ɐɾ hɔgol polɐmɐ͡ɪ̯ʲɐ lɐ͡ɪ̯n bɐ͡ɪ̯nd̪ʱɐ kʰɐɽɐ͡ɪ̯ʲɐ gɛl
আমরা সালাম গ্রহণ করলাম,Barishal  মোরা সালাম নেলাম,bɐɾɔhɐl  moɾɐ sɐlɐm nelɐm
তারা স্লোগান আরম্ভ করল,Barishal  হ্যারা স্লোগান আরম্ভ করল,bɐɾɔhɐl  hɛɾɐ slogɐn ɐɾɔmbʱo koɾl
আমরা বিদায় নিয়ে চলে এলাম,Barishal  মোরা বিদায় লইয়া চইললা আইলাম,bɐɾɔhɐl  moɾɐ bɪd̪ɐe̯ lɔ͡ɪ̯ʲɐ co͡ɪ̯llɐ ɐ͡ɪ̯lɐm
আমি সাগর পাড়ি দেবো,Barishal  মুই সাগর পাড়ি দিমু,bɐɾɔhɐl  mu͡ɪ̯ ʃɐgoɾ pɐɽɪ d̪ɪmu
সব দিনের মতো সেদিনও ওরা খেলতে গিয়েছিল,Barishal  হগলদিনের নাহান হেইদিনও অরা খ্যালতে গ্যাল্লেহ,bɐɾɔhɐl  hɔgold̪ɪneɾ nɐhɐn he͡ɪ̯d̪ɪno ɔɾɐ kʰɛlt̪e gɛlleh
কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে,Barishal  গোডাচাইরে মানু ফিতা লইয়া মাপামাপি করতেয়াছে,bɐɾɔhɐl  godɐcɐ͡ɪ̯ɾe mɐnu pʰɪt̪ɐ lɔ͡ɪ̯ʲɐ mɐpɐmɐpɪ koɾt̪eʲɐcʰe
একজনের হাতে আবার মোটা একটা খাতা,Barishal  একজনের হাতে আবার মোডা এউক্কা খাতা,bɐɾɔhɐl  ɛkɟoneɾ hɐt̪e ɐbɐɾ modɐ e͡u̯kkɐ kʰɐt̪ɐ
সেখানে কলম দিয়ে কীসব টুকে রাখছে,Barishal  হেইহানে কলম দিয়া কিজানি তুইল্লা রাখতেয়াছে,bɐɾɔhɐl  he͡ɪ̯hɐne kɔlom d̪ɪʲɐ kɪɟɐnɪ t̪u͡ɪ̯llɐ ɾɐkʰt̪eʲɐcʰe
"কী করছে, তা তো জানি না",Barishal  কি করতেয়াছে হেইয়া তো জানি না,bɐɾɔhɐl  kɪ koɾt̪eʲɐcʰe he͡ɪ̯ʲɐ t̪o ɟɐnɪ nɐ
কয়েকজন একসঙ্গে বলে ওঠে,Barishal  কয়েকজন একলগে কইয়া ওডে,bɐɾɔhɐl  kɔʲekɟɔn ɛklgk ko͡ɪ̯ʲɐ ode
বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?,Barishal  পালডাইয়া যাইতেয়াছে মোগো খ্যালার মাঠটা না?,bɐɾɔhɐl  pɐldɐ͡ɪ̯ʲɐ ɟɐ͡ɪ̯t̪eʲɐcʰe mogo kʰɛlɐɾ mɐtʰtɐ nɐ?
কোন বিষয় নিয়ে আমার রাগ থাকলে আমি কিছু বললেও উনি চুপ করে থেকে আমাকে বুঝায়,Barishal  কোন বিষয় লইয়া মোর রাগ থাকলে মুই কিছু কইলেও হ্যায় চুপ কইররা থাইক্কা মোরে বুঝায়,bɐɾʃɐl  kon bɪʃɔe̯ lɔ͡ɪ̯ʲɐ moɾ ɾɐg t̪ʰɐkle mu͡ɪ̯ kɪcʰu ko͡ɪ̯le͡o̯ hɛe̯ cup ko͡ɪ̯ɾɾɐ t̪ʰ
নিজেকে উনি দূর্বল ভেবে এমন করে ,Barishal  নিজেরে দুর্বল ভাইব্বা এইরহম করে,bɐɾɔhɐl  nɪɟeɾe d̪uɾbol bʱɐ͡ɪ̯bbɐ e͡ɪ̯ɾɔhɔm koɾe
উনি মানুষটাই এমন সবাই বলে অনেক ভাগ্য করে নাকি এমন স্বামী পাইছি,Barishal  হ্যায় মানুডা এমন হগলডি কয় ম্যালা ভাগ্য কইররা এরহম জামাই পাইছি,bɐɾɔhɐl  hɛe̯ mɐnudɐ ɛmon hɔgoldɪ kɔe̯ mɛlɐ bʱɐggo ko͡ɪ̯ɾɾɐ eɾohɔm ɟɐmɐ͡ɪ̯ pɐ͡ɪ̯cʰɪ
আসলেই মানুষটার প্রতি আমি মুগ্ধ,Barishal  আসলেই মানুডার উপরে মুই মুগ্ধ,bɐɾɔhɐl  ɐʃole͡ɪ̯ mɐnudɐɾ upɔɾe mu͡ɪ̯ mugd̪ʱo
এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন,Barishal  এইরহম মুগ্ধতায় বিভোর থাকতে চাই মুই হারাজীবন,bɐɾɔhɔm  e͡ɪ̯ɾɔhɔm mugd̪ʱot̪ɐe̯ bɪvoɾ t̪ʰɐkt̪e cɐ͡ɪ̯ mu͡ɪ̯ hɐɾɐzɪbɔn
স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই,Barishal  জামাইর উপরে মোর একটুও কোন বিচার নাই,bɐɾɔhɐl  ɟɐmɐ͡ɪ̯ɾ upɔɾe moɾ ektu͡o̯ kon bɪcɐɾ nɐ͡ɪ̯
চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো,Barishal  লও একদিন দ্যাহা করি পুরা শহর রিসকায় ঘুরমু,bɐɾɔhɐl  lɔ͡o̯ ɛkd̪ɪn d̪ɛhɐ koɾɪ puɾɐ ʃɔhoɾ ɾɪʃkɐe̯ gʱuɾmu
