bangla_speech,combined,ipa_output
আমার ছোট ভাই বিদ্যালয়ে  গিয়ে বন্ধুদের সাথে গল্প করে,Mymensingh আমার ছোট ভাই ইস্কুলে  গিয়া বন্ধুরার লগে গল্প করে,menʃɪnh ɐmɐɾ cʰoto bʱɐ͡ɪ̯ ɪskule  gɪʲɐ bond̪ʱuɾɐɾ lɔge gɔlpo koɾe
আমার বন্ধু বিদ্যালয়ের  মাঠে প্রতিদিন ক্রিকেট খেলে,Mymensingh আমার বন্ধু ইস্কুলের  মাঠে প্রতিদিন ক্রিকেট খেলে,menʃɪn ɐmɐɾ bond̪ʱu ɪskuleɾ  mɐtʰe pɾot̪ɪd̪ɪn kɾɪket kʰele
একটি ছোট শিশু ফুটপাতে লাফাচ্ছে,Mymensingh একটা ছোট আবু ফুটপাতে লাফাইতাসে,menʃɪnho ɛktɐ cʰoto ɐbu pʰutpɐt̪e lɐpʰɐ͡ɪ̯t̪ɐʃe
আমার বান্ধুবি তার স্বামীকে খুব ভালবাসে,Mymensingh আমার বান্ধুবি হের জামাইরে মেলা ভালবাসে,mɪnʃɔn ɐmɐɾ bɐnd̪ʱubɪ heɾ ɟɐmɐ͡ɪ̯ɾe mɛlɐ bʱɐlbɐʃe
আমার স্ত্রী আমাকে  ভালোবাসে না,Mymensingh আমার বউ আমারে  ভালবাসে না,menʃɪnho ɐmɐɾ bɔ͡u̯ ɐmɐɾe  bʱɐlbɐʃe nɐ
স্কুল জীবন থেকে আমার ভাইয়ের সাথে তোমার বোনের  প্রেম ছিলো,Mymensingh ইস্কুল জীবন থাইক্কা আমার ভাইয়ের লগে তোমার বইনের  প্রেম আসিল, mɔʃɪng ɪskul ɟɪbɔn t̪ʰɐ͡ɪ̯kkɐ ɐmɐɾ bʱɐ͡ɪ̯ʲeɾ lɔge t̪omɐɾ bo͡ɪ̯neɾ  pɾem ɐʃɪl
আমার গতকাল প্রচণ্ড মাথা ব্যথা করছিলো,Mymensingh আমার কালকে প্রচণ্ড মাথা ব্যথা করতাসিল,mɔʲenʃɔn ɐmɐɾ kɐloke pɾocɔnd mɐt̪ʰɐ bɛt̪ʰɐ koɾt̪ɐʃɪl
আমি তোমার কোন কথা কিছুই বুঝতে পারলাম না,Mymensingh আমি তোমার কোন কথা কিসুই বুঝতে পারলাম না,mɔʲensɪn ɐmɪ t̪omɐɾ kon kɔt̪ʰɐ kɪʃu͡ɪ̯ buɟʱt̪e pɐɾlɐm nɐ
তোমার  হাশির কাছে আমার সব কিছু হার মেনে যায়,Mymensingh তোমার  হাশির কাসে আমার বেগ কিসু হার মাইন্না যায়,mɔʲensɪn t̪omɐɾ  hɐʃɪɾ kɐʃe ɐmɐɾ beg kɪʃu hɐɾ mɐ͡ɪ̯nnɐ ɟɐe̯
তোমার  চোখ দুটো অনেক সুন্দর,Mymensingh তোমার  চোখ দুইডা মেলা সুন্দর,mɔʲensɪng t̪omɐɾ  cokʰ d̪u͡ɪ̯dɐ mɛlɐ ʃund̪ɔɾ
তোমার সাথে অনেক দিন পর  দেখা,Mymensingh তোমার লগে অনেক দিন পর দেহা,menʃɪn t̪omɐɾ lɔge ɔnek d̪ɪn pɔɾ d̪ehɐ
ছেলেটি  বিদেশে গিয়ে পড়ালেখা করার স্বপ্ন দেখে,Mymensingh ছেড়াডা  বিদেশে গিয়া পড়ালেহা করার স্বপ্ন দেহে,mɔnoʃɪnho cʰeɽɐdɐ  bɪd̪eʃe gɪʲɐ pɔɽɐlehɐ kɔɾɐɾ ʃɔpno d̪ehe
তোমার  সাথে কথা বলে আমার অনেক ভালো লাগলো,Mymensingh তোমার লগে কথা কয়া আমার মেলা ভালা লাগল, mɔnoʃɔn t̪omɐɾ lɔge kɔt̪ʰɐ kɔʲɐ ɐmɐɾ mɛlɐ bʱɐlɐ lɐgl
তোমার বন্ধুর সাথে পরিচিত হয়ে  ভালো লাগলো,Mymensingh তোমার বন্ধুর লগে পরিচিত হয়া  ভালা লাগলো,menʃɪn t̪omɐɾ bond̪ʱuɾ lɔge poɾɪcɪt̪o hɔʲɐ  bʱɐlɐ lɐglo
আমার আব্বু আর চাচার মধ্যে জায়গা জমি নিয়ে ঝগড়া হয়,Mymensingh আমার আব্বা আর চাচার মধ্যে জায়গা জমি নিয়া ঝগড়া হয়,mɔʲenosho ɐmɐɾ ɐbbɐ ɐɾ cɐcɐɾ mod̪d̪ʱe ɟɐʲgɐ ɟomɪ nɪʲɐ ɟʱɔgɽɐ hɔe̯
লোকটি কিছু দিন আগে  বিয়ে করেন,Mymensingh লোকটা কিসু দিন আগে  বিয়া করেন,mɔʲenʃɔn loktɐ kɪʃu d̪ɪn ɐge  bɪʲɐ kɔɾen
প্রথমে তোমাকে একটি বইয়ের দোকানে যেতে হবে,Mymensingh প্রথমে তোমারে একটা বইয়ের দোকানে যাইতে হইব,menʃɪn pɾot̪ʰome t̪omɐɾe ɛktɐ bo͡ɪ̯ʲeɾ d̪okɐne ɟɐ͡ɪ̯t̪e ho͡ɪ̯bo
বেশি কিছু বলার আগেই  আবেগে চোখে পানি চলে আসছে,Mymensingh বেশি কিসু কওনের আগেই  আবেগে চোখে পানি আয়া পরসে,mɪmɪng beʃɪ kɪʃu kɔ͡o̯neɾ ɐge͡ɪ̯  ɐbege cokʰe pɐnɪ ɐʲɐ pɔɾʃe
আপনার বন্ধুদের গালি দেওয়ার সুযোগ করে দিন,Mymensingh আফনের বন্ধুরার গালি দেওনের সুযোগ কইরা দিন,mɪmʃɪn ɐpʰoneɾ bond̪ʱuɾɐɾ gɐlɪ d̪e͡o̯neɾ ʃuɟog ko͡ɪ̯ɾɐ d̪ɪn
অনেক মানুষ এখনো পেছনে লাইনে দাঁড়িয়ে আছে,Mymensingh অনেক মানুষ এহনো পিসনে লাইনে দাঁড়ায়া আসে,mɪmɪnʃ ɔnek mɐnuʃ ehono pɪʃɔne lɐ͡ɪ̯ne d̪ɐ̃ɽɐʲɐ ɐʃe
একজন মহিলা  মারা গেছেন,Mymensingh একজন মহিলা  মারা গেসেন,mɔʲenʃɔn ɛkɟon mohɪlɐ  mɐɾɐ gesen
আপনি  এত গরীব আগে কেন বলেননি,Mymensingh আফনে এত গরীব আগে কেন কন নাই,menʃɪn ɐcʰone ɛt̪o goɾɪb ɐge keno kon nɐ͡ɪ̯
তুমি ছাড়া এই পৃথিবীতে আমার আর কেউ নেই,Mymensingh তুমি ছাড়া এই পৃথিবীতে আমার আর কেউ নাই,mɔʲensɪn t̪umɪ cʰɐɽɐ e͡ɪ̯ pɾɪt̪ʰɪbɪt̪e ɐmɐɾ ɐɾ ke͡u̯ nɐ͡ɪ̯
আমি আগেই বলেছি তোমাকে নিয়ে বিদেশ ঘুরতে চাই,Mymensingh আমি আগেই কইসি তোমারে নিয়া বিদেশ ঘুরতাম চাই,menʃɪn ɐmɪ ɐge͡ɪ̯ ko͡ɪ̯ʃɪ t̪omɐɾe nɪʲɐ bɪd̪eʃ gʱuɾt̪ɐm cɐ͡ɪ̯
আমার আম্মু আমাকে সবার  সামনে মারতে মারতে বাসায় নিয়ে আসে,Mymensingh আমার আম্মা আমারে বেহের  সামনে মারতে মারতে বাসায় নিয়া আয়,mɪmɪng ɐmɐɾ ɐmmɐ ɐmɐɾe beheɾ  ʃɐmne mɐɾt̪e mɐɾt̪e bɐʃɐe̯ nɪʲɐ ɐe̯
আপনি কি জানেন  এখানে অনেক ছেলে কমেন্ট পড়তে আসবে,Mymensingh আফনে কি জানেন  এইহানে মেলা ছেড়া কমেন্ট পড়তে আইব,mɪnʃɪn ɐcʰone kɪ ɟɐnen  e͡ɪ̯hɐne mɛlɐ cʰeɽɐ kɔment pɔɽt̪e ɐ͡ɪ̯bo
আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,Mymensingh আবেগের ভালোবাসা কাউরে দেওয়ন উচিত না,menʃɪn ɐbegeɾ bʱɐlobɐʃɐ kɐ͡u̯ɾe d̪ɛ͡o̯ʲon ucɪt̪ nɐ
একদিন বিবেকের কাছে আবেগের ভালোবাসা হেরে যাবে,Mymensingh একদিন বিবেকের কাসে আবেগের ভালবাসা হাইরা যাইব,menʃɪn ɛkd̪ɪn bɪbekeɾ kɐʃe ɐbegeɾ bʱɐlbɐʃɐ hɐ͡ɪ̯ɾɐ ɟɐ͡ɪ̯bo
আমার মনের ভালোবাসা চিরদিন তোমার জন্য থেকে যাবে,Mymensingh আমার মনের ভালবাসা চিরদিন তোমার লাইজ্ঞা থাইক্কা যাইব,menʃɔn ɐmɐɾ moneɾ bʱɐlbɐʃɐ cɪɾd̪ɪn t̪omɐɾ lɐ͡ɪ̯ggɐ t̪ʰɐ͡ɪ̯kkɐ ɟɐ͡ɪ̯bo
আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,Mymensingh আমার জীবন আমি তোমারে নিয়া বাঁচার লাইজ্ঞা দিয়াম, mɔʲenʃɔn ɐmɐɾ ɟɪbɔn ɐmɪ t̪omɐɾe nɪʲɐ bɐ̃cɐɾ lɐ͡ɪ̯ggɐ d̪ɪʲɐm
আমার ভালবাসা  দিয়ে  সারাজীবন তোমার পাশে থাকতে চাই,Mymensingh আমার ভালবাসা  দিয়া  সারাজীবন তোমার পাশে থাকতাম চাই,mɔʲensɪn ɐmɐɾ bʱɐlbɐʃɐ  d̪ɪʲɐ  ʃɐɾɐɟɪbɔn t̪omɐɾ pɐʃe t̪ʰɐkt̪ɐm cɐ͡ɪ̯
তোমাকে কি করে বুঝাবো তোমাকে কতটা ভালবাসি?,Mymensingh তোমারে কেমনে বুঝায়াম তোমারে কতটা ভালবাসি?,mɔnoʃɔn t̪omɐɾe kɛmone buɟʱɐʲɐm t̪omɐɾe kɔt̪otɐ bʱɐlbɐʃɪ?
আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,Mymensingh আফনেরে দেইক্ষা আমি  থমকায়া খাড়ায়া আসিলাম,mɔʲensɪn ɐpʰoneɾe d̪e͡ɪ̯kkʰɐ ɐmɪ  t̪ʰɔmkɐʲɐ kʰɐɽɐʲɐ ɐʃɪlɐm
আপনি  খুব কষ্টে নিজেকে সামলে নিয়েছেন,Mymensingh আফনে মেলা কষ্টে নিজেরে সামলায়া নিসেন,mɔnoʃɪn ɐcʰone mɛlɐ koʃte nɪɟeɾe ʃɐmlɐʲɐ nɪsen
আমার বান্ধুবি কিছু ভাবতে পারেনা আপনাকে  ছাড়া,Mymensingh আমার বান্ধুবি কিসু ভাবতে পারেনা আফনেরে  ছাড়া,mɪnʃɪnh ɐmɐɾ bɐnd̪ʱubɪ kɪʃu bʱɐbt̪e pɐɾenɐ ɐpʰoneɾe  cʰɐɽɐ
আমার বন্ধু কিছু লিখতে পারেনা  আপনার নাম ছাড়া,Mymensingh আমার বন্ধু কিসু  লিখতে পারেনা  আফনের নাম ছাড়া,mɪmɪng ɐmɐɾ bond̪ʱu kɪʃu  lɪkʰt̪e pɐɾenɐ  ɐpʰoneɾ nɐm cʰɐɽɐ
আপনাকে ভালোবাসি  এই কথাটি বলা বাকি,Mymensingh আফনেরে ভালবাসি  এই কথাডা কওন বাকি,mɔʲenʃɔn ɐpʰoneɾe bʱɐlbɐʃɪ  e͡ɪ̯ kɔt̪ʰɐdɐ kɔ͡o̯n bɐkɪ
আমার আব্বুর খুব গরম লাগছে,Mymensingh আমার আব্বার মেলা গরম লাগতাসে,mɔʲensɪn ɐmɐɾ ɐbbɐɾ mɛlɐ gɔɾom lɐgt̪ɐʃe
আমার ছোট বোনের গরম লাগছে,Mymensingh আমার ছোট বইনের গরম লাগতাসে,mɔʲenʃɔn ɐmɐɾ cʰoto bo͡ɪ̯neɾ gɔɾom lɐgt̪ɐʃe
এই শিশুটির অনেক ঠাণ্ডা লাগছে,Mymensingh এই আবুডার মেলা ঠাণ্ডা লাগতাসে, mɔʲensɪn e͡ɪ̯ ɐbudɐɾ mɛlɐ tʰɐndɐ lɐgt̪ɐʃe
আম্মু আমার জন্য নীল শাড়ি কিনে এনেছে,Mymensingh আম্মা আমার লাইজ্ঞা নীল শাড়ি কিন্না আনসে,menʃɪn ɐmmɐ ɐmɐɾ lɐ͡ɪ̯ggɐ nɪl ʃɐɽɪ kɪnnɐ ɐnoʃe
আমি আমার বন্ধুকে  একটি লাল গোলাপ কিনে উপহার দিয়েছি,Mymensingh আমি আমার বন্ধুরে  একটা লাল গোলাপ কিন্না উপহার দিসি,mɪmɪnʃ ɐmɪ ɐmɐɾ bond̪ʱuɾe  ɛktɐ lɐl golɐp kɪnnɐ upohɐɾ d̪ɪʃɪ
আমি আমার স্বামীর সাথে বিকালে পার্কে ঘুরতে যাব,Mymensingh আমি আমার জামাইয়ের সাথে বিকালে পার্কে ঘুরতে যায়াম,mɪnʃɪnho ɐmɪ ɐmɐɾ ɟɐmɐ͡ɪ̯ʲeɾ ʃɐt̪ʰe bɪkɐle pɐɾke gʱuɾt̪e ɟɐʲɐm
কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,Mymensingh কাউরে ভালবাসা দেওনেই বেশি আনন্দ লাগে আমার,menʃɪn kɐ͡u̯ɾe bʱɐlbɐʃɐ d̪e͡o̯ne͡ɪ̯ beʃɪ ɐnond̪o lɐge ɐmɐɾ
"যদি তুমি আমার কাছে ফিরে আস ,তবে তাকে ছেড়ে দাও","Mymensingh যদি তুমি আমার কাসে ফিরা আও ,তাইলে তারে ছইড়া দেও","mɔnosɪng ɟod̪ɪ t̪umɪ ɐmɐɾ kɐʃe pʰɪɾɐ ɐ͡o̯,t̪ɐ͡ɪ̯le t̪ɐɾe cʰo͡ɪ̯ɽɐ d̪e͡o̯"
সে তোমার জন্য সব কিছু করতে পারে,Mymensingh হেয় তোমার লাইজ্ঞা বেগ কিসু করতে পারে,menʃɪng hee̯ t̪omɐɾ lɐ͡ɪ̯ggɐ beg kɪʃu koɾt̪e pɐɾe
আপনি যে মানুষটিকে ভালবাসবেন  তাকে যদি না বুঝতে পারেন  তাহলে আপনার এই প্রেমের কোনো অর্থ নেই,Mymensingh আফনে যে মানুষটরে ভালবাসবেন  তারে যদি না বুঝতে পারেন  তাইলে আফনের এই প্রেমের কোনে অর্থ নাই,menʃɪn ɐcʰone ɟe mɐnuʃtɾe bʱɐlbɐʃben  t̪ɐɾe ɟod̪ɪ nɐ buɟʱt̪e pɐɾen  t̪ɐ͡ɪ̯le ɐpʰoneɾ e͡ɪ̯ p
আপনি নিজে অসুখী হয়ে কিভাবে অন্যকে ভালোবেসে সুখী করবেন,Mymensingh আফনে নিজে অসুখী হয়া কেমনে অন্যরে ভালবাইসা সুখী করবেন,menʃɪn ɐcʰone nɪɟe ɔʃukʰɪ hɔʲɐ kɛmone ɔnnoɾe bʱɐlbɐ͡ɪ̯ʃɐ ʃukʰɪ koɾben
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,Mymensingh তুমি কারো জীবনে সুখ আইন্না দিবা এই ভাইব্বা তোমার প্রেম করন উচিত,menʃɪn t̪umɪ kɐɾo ɟɪbone ʃukʰ ɐ͡ɪ̯nnɐ d̪ɪbɐ e͡ɪ̯ bʱɐ͡ɪ̯bbɐ t̪omɐɾ pɾem kɔɾon ucɪt̪
আপনার  মনের কথা গুলো আমাকে আজ খুলে বলুন,Mymensingh আফনের  মনের কথা গুলা আমারে আজকে খুইল্লা কন,mɔʲenʃɔn ɐpʰoneɾ  moneɾ kɔt̪ʰɐ gulɐ ɐmɐɾe ɐɟke kʰu͡ɪ̯llɐ kon
তুমি  কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,Mymensingh তুমি  কহনই পারতা না অন্য কারও ভালোবাসারে ছিনায়া নিতে,menʃɪn t̪umɪ  kɔhonɪ pɐɾt̪ɐ nɐ ɔnno kɐɾo bʱɐlobɐʃɐɾe cʰɪnɐʲɐ nɪt̪e
তুমি  জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,Mymensingh তুমি  জোর কইরা অন্যের ভাল লাগার মানুষ হইতে পারবা না,menʃɪn t̪umɪ  ɟoɾ ko͡ɪ̯ɾɐ ɔnneɾ bʱɐlo lɐgɐɾ mɐnuʃ ho͡ɪ̯t̪e pɐɾbɐ nɐ
আগামিকাল সকালবেলা  তাদেরকে দেখতে পাবেন,Mymensingh কালকে সকালবেলা  তারারে দেখতে পারবেন,menʃɪnho kɐloke ʃɔkɐlbelɐ  t̪ɐɾɐɾe d̪ext̪e pɐɾben
তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,Mymensingh তোমার কোন কথাতেই কোনও নিশ্চয়তা নাই,mɔʲensɪn t̪omɐɾ kon kɔt̪ʰɐt̪e͡ɪ̯ kono nɪʃcoʲt̪ɐ nɐ͡ɪ̯
আমার অনেক ভালো লাগে কালো  ওই চোখ দুটো তোমার,Mymensingh আমার মেলা ভালা লাগে কালা  ওই চোখ দুইটা তোমার,mɔʲensɪn ɐmɐɾ mɛlɐ bʱɐlɐ lɐge kɐlɐ  o͡ɪ̯ cokʰ d̪u͡ɪ̯tɐ t̪omɐɾ
তোমাকে একটি গোলাপ ফুল কিনে দিবো,Mymensingh তোমারে একটা গোলাপ ফুল কিন্না দিইয়াম,menʃɪn t̪omɐɾe ɛktɐ golɐp pʰul kɪnnɐ d̪ɪ͡ɪ̯ʲɐm
আমার এই মন তোমাকে দিলাম,Mymensingh আমার এই মন তোমারে দিলাম,mɔʲensɪn ɐmɐɾ e͡ɪ̯ mon t̪omɐɾe d̪ɪlɐm
তোমার হাজার কথার মাঝে তোমার  মনের কথা লুকিয়ে ছিল,Mymensingh তোমার হাজার কথার মাঝে তোমার  মনের কথা লুকায়া আসিল,mɔʲensɪn t̪omɐɾ hɐɟɐɾ kɔt̪ʰɐɾ mɐɟʱe t̪omɐɾ  moneɾ kɔt̪ʰɐ lukɐʲɐ ɐʃɪl
একটা মানুষের সব কথা একদিনে মুখে বলে দেওয়া যায়না,Mymensingh একটা মানুষের বেগ কথা একদিনে মুহে কয়া দেওয়ন যায়না,menʃɪnh ɛktɐ mɐnuʃeɾ beg kɔt̪ʰɐ ɛkd̪ɪne muhe kɔʲɐ d̪e͡o̯ʲon ɟɐʲnɐ
